pruid,prname,prnameFR,date,update,numconf,numprob,numdeaths,numtotal,numtested,numtests,numrecover,percentrecover,ratetested,ratetests,numtoday,percentoday,ratetotal,ratedeaths,numdeathstoday,percentdeath,numtestedtoday,numteststoday,numrecoveredtoday,percentactive,numactive,rateactive,numtotal_last14,ratetotal_last14,numdeaths_last14,ratedeaths_last14,numtotal_last7,ratetotal_last7,numdeaths_last7,ratedeaths_last7,avgtotal_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,raterecovered
46,Manitoba,Manitoba,3/18/2020,,8,7,0,15,2739,2055,,,1986,1490,8,114.29,1.09,0,0,0,523,412,,100,15,1.09,,,,,,,,,,,,,0
35,Ontario,Ontario,3/18/2020,,189,0,1,189,13869,0,,,941,,12,6.78,1.28,0.01,0,0.53,2702,0,,99.47,188,1.28,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/18/2020,,74,0,1,74,5880,3780,,,686,441,24,48,0.86,0.01,1,1.35,1010,1104,,98.65,73,0.85,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/18/2020,,0,3,0,3,161,577,,,308,1105,2,200,0.57,0,0,0,0,144,,100,3,0.57,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/18/2020,,2,6,0,8,408,437,,,522,559,1,14.29,1.02,0,0,0,113,87,,100,8,1.02,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/18/2020,,1,6,0,7,1278,981,,,1305,1002,2,40,0.71,0,0,0,203,333,,100,7,0.71,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/18/2020,,1,0,0,1,75,42,,,470,263,0,0,0.63,0,0,0,0,0,,100,1,0.63,,,,,,,,,,,,,0
60,Yukon,Yukon,3/18/2020,,0,0,0,0,0,75,,,,1784,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/18/2020,,0,0,0,0,145,121,,,3211,2679,0,0,0,0,0,,0,7,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/18/2020,,0,0,0,0,7,2,,,178,51,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/18/2020,,9,0,0,9,29,32,,,,,1,12.5,,,0,0,0,6,,100,9,,,,,,,,,,,,,,
1,Canada,Canada,3/18/2020,,569,28,9,597,53575,34193,,,1410,900,157,35.68,1.57,0.02,1,1.51,9370,7286,,98.49,588,1.55,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/19/2020,,271,0,8,271,16382,18246,,,3182,3544,85,45.7,5.26,0.16,1,2.95,2994,3056,,97.05,263,5.11,,,,,,,,,,,,,0
48,Alberta,Alberta,3/19/2020,,146,0,1,146,16507,12793,,,3733,2893,49,50.52,3.3,0.02,1,0.68,2821,2083,,99.32,145,3.28,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,3/19/2020,,8,12,0,20,1910,1062,,,1620,901,12,150,1.7,0,0,0,0,871,,100,20,1.7,,,,,,,,,,,,,0
46,Manitoba,Manitoba,3/19/2020,,17,0,0,17,3189,2598,,,2312,1884,2,13.33,1.23,0,0,0,450,543,,100,17,1.23,,,,,,,,,,,,,0
35,Ontario,Ontario,3/19/2020,,258,0,2,258,18488,0,,,1255,,69,36.51,1.75,0.01,1,0.78,4619,0,,99.22,256,1.74,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/19/2020,,121,0,1,121,6757,5274,,,788,615,47,63.51,1.41,0.01,0,0.83,877,1494,,99.17,120,1.4,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/19/2020,,1,2,0,3,267,806,,,511,1544,0,0,0.57,0,0,0,106,229,,100,3,0.57,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/19/2020,,7,4,0,11,527,543,,,674,695,3,37.5,1.41,0,0,0,119,106,,100,11,1.41,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/19/2020,,5,9,0,14,1520,1197,,,1552,1222,7,100,1.43,0,0,0,242,216,,100,14,1.43,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/19/2020,,2,0,0,2,75,42,,,470,263,1,100,1.25,0,0,0,0,0,,100,2,1.25,,,,,,,,,,,,,0
60,Yukon,Yukon,3/19/2020,,0,0,0,0,0,80,,,,1902,0,0,0,0,0,,0,5,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/19/2020,,0,0,0,0,221,123,,,4894,2724,0,0,0,0,0,,76,2,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/19/2020,,0,0,0,0,8,4,,,203,102,0,0,0,0,0,,1,2,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/19/2020,,10,0,0,10,29,33,,,,,1,11.11,,,0,0,0,1,,100,10,,,,,,,,,,,,,,
1,Canada,Canada,3/19/2020,,846,27,12,873,65880,42801,,,1733,1126,276,46.23,2.3,0.03,3,1.37,12305,8608,,98.63,861,2.27,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/20/2020,,271,0,9,271,18792,19392,,,3651,3767,0,0,5.26,0.17,1,3.32,2410,1146,,96.68,262,5.09,,,,,,,,,,,,,0
48,Alberta,Alberta,3/20/2020,,195,0,1,195,19782,15671,,,4474,3544,49,33.56,4.41,0.02,0,0.51,3275,2878,,99.49,194,4.39,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,3/20/2020,,8,18,0,26,1910,1645,,,1620,1396,6,30,2.21,0,0,0,0,583,,100,26,2.21,,,,,,,,,,,,,0
46,Manitoba,Manitoba,3/20/2020,,17,0,0,17,3367,3049,,,2441,2211,0,0,1.23,0,0,0,178,451,,100,17,1.23,,,,,,,,,,,,,0
35,Ontario,Ontario,3/20/2020,,311,0,2,311,21499,0,,,1459,,53,20.54,2.11,0.01,0,0.64,3011,0,,99.36,309,2.1,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/20/2020,,139,0,1,139,8539,6745,,,996,787,18,14.88,1.62,0.01,0,0.72,1782,1471,,99.28,138,1.61,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/20/2020,,3,1,0,4,287,1088,,,550,2084,1,33.33,0.77,0,0,0,20,282,,100,4,0.77,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/20/2020,,7,4,0,11,640,666,,,819,852,0,0,1.41,0,0,0,113,123,,100,11,1.41,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/20/2020,,5,10,0,15,1647,1374,,,1682,1403,1,7.14,1.53,0,0,0,127,177,,100,15,1.53,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/20/2020,,2,0,0,2,75,42,,,470,263,0,0,1.25,0,0,0,0,0,,100,2,1.25,,,,,,,,,,,,,0
60,Yukon,Yukon,3/20/2020,,0,0,0,0,0,157,,,,3733,0,0,0,0,0,,0,77,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/20/2020,,0,0,0,0,268,191,,,5934,4229,0,0,0,0,0,,47,68,,,,0,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/20/2020,,0,0,0,0,8,14,,,203,356,0,0,0,0,0,,0,10,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/20/2020,,13,0,0,13,29,34,,,,,3,30,,,0,0,0,1,,100,13,,,,,,,,,,,,,,
1,Canada,Canada,3/20/2020,,971,33,13,1004,76843,50068,,,2022,1317,131,15.01,2.64,0.03,1,1.29,10963,7267,,98.71,991,2.61,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/21/2020,,424,0,10,424,20417,20229,,,3966,3930,153,56.46,8.24,0.19,1,2.36,1625,837,,97.64,414,8.04,,,,,,,,,,,,,0
48,Alberta,Alberta,3/21/2020,,226,0,1,226,23060,18540,,,5215,4193,31,15.9,5.11,0.02,0,0.44,3278,2869,,99.56,225,5.09,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,3/21/2020,,25,19,0,44,3807,2177,,,3230,1847,18,69.23,3.73,0,0,0,1897,532,,100,44,3.73,,,,,,,,,,,,,0
46,Manitoba,Manitoba,3/21/2020,,11,8,0,19,3668,3312,,,2659,2401,2,11.76,1.38,0,0,0,301,263,,100,19,1.38,,,,,,,,,,,,,0
35,Ontario,Ontario,3/21/2020,,377,0,3,377,25470,0,,,1729,,66,21.22,2.56,0.02,1,0.8,3971,0,,99.2,374,2.54,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/21/2020,,202,19,4,221,8539,9851,,,996,1149,82,58.99,2.58,0.05,3,1.81,0,3106,,98.19,217,2.53,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/21/2020,,3,3,0,6,299,1301,,,573,2492,2,50,1.15,0,0,0,12,213,,100,6,1.15,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/21/2020,,9,8,0,17,865,687,,,1107,879,6,54.55,2.18,0,0,0,225,21,,100,17,2.18,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/21/2020,,9,12,0,21,1956,1611,,,1997,1645,6,40,2.14,0,0,0,309,237,,100,21,2.14,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/21/2020,,2,0,0,2,75,42,,,470,263,0,0,1.25,0,0,0,0,0,,100,2,1.25,,,,,,,,,,,,,0
60,Yukon,Yukon,3/21/2020,,0,0,0,0,416,182,,,9893,4328,0,0,0,0,0,,416,25,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/21/2020,,1,0,0,1,301,210,,,6665,4650,1,0,2.21,0,0,0,33,19,,100,1,2.21,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/21/2020,,0,0,0,0,10,17,,,254,432,0,0,0,0,0,,2,3,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/21/2020,,13,0,0,13,29,36,,,,,0,0,,,0,0,0,2,,100,13,,,,,,,,,,,,,,
1,Canada,Canada,3/21/2020,,1302,69,18,1371,88912,58195,,,2339,1531,367,36.55,3.61,0.05,5,1.31,12069,8127,,98.69,1353,3.56,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/22/2020,,424,0,10,424,22135,21740,,,4300,4223,0,0,8.24,0.19,0,2.36,1718,1511,,97.64,414,8.04,,,,,,,,,,,,,0
48,Alberta,Alberta,3/22/2020,,259,0,1,259,26999,22133,,,6106,5005,33,14.6,5.86,0.02,0,0.39,3939,3593,,99.61,258,5.83,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,3/22/2020,,33,19,0,52,4407,3001,,,3739,2546,8,18.18,4.41,0,0,0,600,824,,100,52,4.41,,,,,,,,,,,,,0
46,Manitoba,Manitoba,3/22/2020,,11,8,0,19,3936,3490,,,2854,2530,0,0,1.38,0,0,0,268,178,,100,19,1.38,,,,,,,,,,,,,0
35,Ontario,Ontario,3/22/2020,,425,0,5,425,28570,0,,,1939,,48,12.73,2.88,0.03,2,1.18,3100,0,,98.82,420,2.85,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/22/2020,,221,0,4,221,8539,13442,,,996,1568,0,0,2.58,0.05,0,1.81,0,3591,,98.19,217,2.53,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/22/2020,,3,6,0,9,299,1547,,,573,2963,3,50,1.72,0,0,0,0,246,,100,9,1.72,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/22/2020,,9,8,0,17,924,917,,,1182,1173,0,0,2.18,0,0,0,59,230,,100,17,2.18,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/22/2020,,28,0,0,28,2210,1922,,,2257,1963,7,33.33,2.86,0,0,0,254,311,,100,28,2.86,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/22/2020,,3,0,0,3,75,42,,,470,263,1,50,1.88,0,0,0,0,0,,100,3,1.88,,,,,,,,,,,,,0
60,Yukon,Yukon,3/22/2020,,0,0,0,0,416,182,,,9893,4328,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/22/2020,,1,0,0,1,301,255,,,6665,5646,0,0,2.21,0,0,0,0,45,,100,1,2.21,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/22/2020,,0,0,0,0,13,17,,,330,432,0,0,0,0,0,,3,0,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/22/2020,,13,0,0,13,29,42,,,,,0,0,,,0,0,0,6,,100,13,,,,,,,,,,,,,,
1,Canada,Canada,3/22/2020,,1430,41,20,1471,98853,68730,,,2601,1808,100,7.29,3.87,0.05,2,1.36,9941,10535,,98.64,1451,3.82,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/23/2020,,472,0,13,472,23460,23715,,,4557,4607,48,11.32,9.17,0.25,3,2.75,1325,1975,,97.25,459,8.92,,,,,,,,,,,,,0
48,Alberta,Alberta,3/23/2020,,301,0,1,301,29757,25640,,,6729,5798,42,16.22,6.81,0.02,0,0.33,2758,3507,,99.67,300,6.78,,,,,,,,,,,,,0
47,Saskatchewan,Saskatchewan,3/23/2020,,65,1,0,66,5130,3620,,,4352,3071,14,26.92,5.6,0,0,0,723,619,,100,66,5.6,,,,,,,,,,,,,0
46,Manitoba,Manitoba,3/23/2020,,11,9,0,20,4133,3759,,,2997,2725,1,5.26,1.45,0,0,0,197,269,,100,20,1.45,,,,,,,,,,,,,0
35,Ontario,Ontario,3/23/2020,,503,0,6,503,30688,0,,,2083,,78,18.35,3.41,0.04,1,1.19,2118,0,,98.81,497,3.37,,,,,,,,,,,,,0
24,Quebec,QuÃ©bec,3/23/2020,,221,407,4,628,8539,17592,,,996,2052,407,184.16,7.32,0.05,0,0.64,0,4150,,99.36,624,7.28,,,,,,,,,,,,,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/23/2020,,4,20,0,24,894,1691,,,1712,3239,15,166.67,4.6,0,0,0,595,144,,100,24,4.6,,,,,,,,,,,,,0
13,New Brunswick,Nouveau-Brunswick,3/23/2020,,9,8,0,17,1139,1103,,,1457,1411,0,0,2.18,0,0,0,215,186,,100,17,2.18,,,,,,,,,,,,,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/23/2020,,41,0,0,41,2408,2129,,,2459,2174,13,46.43,4.19,0,0,0,198,207,,100,41,4.19,,,,,,,,,,,,,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/23/2020,,3,0,0,3,206,42,,,1291,263,0,0,1.88,0,0,0,131,0,,100,3,1.88,,,,,,,,,,,,,0
60,Yukon,Yukon,3/23/2020,,2,0,0,2,416,187,,,9893,4447,2,0,4.76,0,0,0,0,5,,100,2,4.76,,,,,,,,,,,,,0
61,Northwest Territories,Territoires du Nord-Ouest,3/23/2020,,1,0,0,1,364,326,,,8060,7219,0,0,2.21,0,0,0,63,71,,100,1,2.21,,,,,,,,,,,,,0
62,Nunavut,Nunavut,3/23/2020,,0,0,0,0,13,30,,,330,762,0,0,0,0,0,,0,13,,,,0,,,,,,,,,,,,,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/23/2020,,13,0,0,13,76,43,,,,,0,0,,,0,0,47,1,,100,13,,,,,,,,,,,,,,
1,Canada,Canada,3/23/2020,,1646,445,24,2091,107223,79877,,,2821,2102,620,42.15,5.5,0.06,4,1.15,8370,11147,,98.85,2067,5.44,,,,,,,,,,,,,0
59,British Columbia,Colombie-Britannique,3/24/2020,,617,0,13,617,26305,25859,,,5110,5023,145,30.72,11.99,0.25,0,2.11,2845,2144,,97.89,604,11.73,585,11.36,12,0.23,514,9.99,6,0.12,73,1.43,1,0.02,0
48,Alberta,Alberta,3/24/2020,,358,0,2,358,32776,28494,,,7412,6444,57,18.94,8.1,0.05,1,0.56,3019,2854,,99.44,356,8.05,351,7.94,2,0.05,284,6.42,2,0.05,41,0.92,0,0.01,0
47,Saskatchewan,Saskatchewan,3/24/2020,,72,0,0,72,5604,4353,,,4754,3693,6,9.09,6.11,0,0,0,474,733,,100,72,6.11,72,6.11,0,0,65,5.51,0,0,9,0.79,0,0,0
46,Manitoba,Manitoba,3/24/2020,,11,10,0,21,4406,4023,,,3194,2917,1,5,1.52,0,0,0,273,264,,100,21,1.52,21,1.52,0,0,14,1.02,0,0,2,0.15,0,0,0
35,Ontario,Ontario,3/24/2020,,588,0,8,588,34727,0,,,2357,,85,16.9,3.99,0.05,2,1.36,4039,0,,98.64,580,3.94,554,3.76,8,0.05,411,2.79,7,0.05,59,0.4,1,0.01,0
24,Quebec,QuÃ©bec,3/24/2020,,221,792,4,1013,15071,21475,,,1758,2504,385,61.31,11.81,0.05,0,0.39,6532,3883,,99.61,1009,11.77,1009,11.77,4,0.05,963,11.23,4,0.05,138,1.6,1,0.01,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/24/2020,,4,31,0,35,1087,1880,,,2082,3601,11,45.83,6.7,0,0,0,193,189,,100,35,6.7,35,6.7,0,0,34,6.51,0,0,5,0.93,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/24/2020,,18,0,0,18,1261,1318,,,1614,1687,1,5.88,2.3,0,0,0,122,215,,100,18,2.3,18,2.3,0,0,11,1.41,0,0,2,0.2,0,0,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/24/2020,,51,0,0,51,2641,2395,,,2697,2445,10,24.39,5.21,0,0,0,233,266,,100,51,5.21,51,5.21,0,0,46,4.7,0,0,7,0.67,0,0,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/24/2020,,3,0,0,3,206,42,,,1291,263,0,0,1.88,0,0,0,0,0,,100,3,1.88,3,1.88,0,0,2,1.25,0,0,0,0.18,0,0,0
60,Yukon,Yukon,3/24/2020,,2,0,0,2,416,187,,,9893,4447,0,0,4.76,0,0,0,0,0,,100,2,4.76,2,4.76,0,0,2,4.76,0,0,0,0.68,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/24/2020,,1,0,0,1,481,365,,,10651,8082,0,0,2.21,0,0,0,117,39,,100,1,2.21,1,2.21,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,3/24/2020,,0,0,0,0,81,30,,,2058,762,0,0,0,0,0,,68,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/24/2020,,13,0,0,13,76,47,,,,,0,0,,,0,0,0,4,,100,13,,13,,0,,5,,0,,1,,0,,
1,Canada,Canada,3/24/2020,,1959,833,27,2792,125138,90468,,,3293,2380,701,33.52,7.35,0.07,3,0.97,17915,10591,,99.03,2765,7.28,2715,7.14,26,0.07,2352,6.19,19,0.05,336,0.88,3,0.01,0
59,British Columbia,Colombie-Britannique,3/25/2020,,659,0,14,659,28344,27830,,,5506,5406,42,6.81,12.8,0.27,1,2.12,2039,1971,,97.88,645,12.53,620,12.04,13,0.25,473,9.19,7,0.14,68,1.31,1,0.02,0
48,Alberta,Alberta,3/25/2020,,419,0,2,419,35508,31222,,,8030,7061,61,17.04,9.48,0.05,0,0.48,2732,2728,,99.52,417,9.43,405,9.16,2,0.05,322,7.28,2,0.05,46,1.04,0,0.01,0
47,Saskatchewan,Saskatchewan,3/25/2020,,86,0,0,86,6111,4841,,,5185,4107,14,19.44,7.3,0,0,0,507,488,,100,86,7.3,86,7.3,0,0,78,6.62,0,0,11,0.95,0,0,0
46,Manitoba,Manitoba,3/25/2020,,11,24,0,35,4740,4301,,,3437,3118,14,66.67,2.54,0,0,0,334,278,,100,35,2.54,35,2.54,0,0,20,1.45,0,0,3,0.21,0,0,0
35,Ontario,Ontario,3/25/2020,,688,0,13,688,38040,0,,,2582,,100,17.01,4.67,0.09,5,1.89,3313,0,,98.11,675,4.58,646,4.38,12,0.08,499,3.39,12,0.08,71,0.48,2,0.01,0
24,Quebec,QuÃ©bec,3/25/2020,,1339,0,6,1339,27828,26278,,,3245,3065,326,32.18,15.62,0.07,2,0.45,12757,4803,,99.55,1333,15.55,1332,15.53,6,0.07,1265,14.75,5,0.06,181,2.11,1,0.01,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/25/2020,,67,0,0,67,1235,2095,,,2365,4013,32,91.43,12.83,0,0,0,148,215,,100,67,12.83,67,12.83,0,0,64,12.26,0,0,9,1.75,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/25/2020,,26,0,0,26,1680,1595,,,2150,2041,8,44.44,3.33,0,0,0,419,277,,100,26,3.33,26,3.33,0,0,18,2.3,0,0,3,0.33,0,0,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/25/2020,,68,0,0,68,3008,2617,,,3071,2672,17,33.33,6.94,0,0,0,367,222,,100,68,6.94,68,6.94,0,0,61,6.23,0,0,9,0.89,0,0,0
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/25/2020,,5,0,0,5,301,42,,,1886,263,2,66.67,3.13,0,0,0,95,0,,100,5,3.13,5,3.13,0,0,4,2.51,0,0,1,0.36,0,0,0
60,Yukon,Yukon,3/25/2020,,3,0,0,3,416,187,,,9893,4447,1,50,7.13,0,0,0,0,0,,100,3,7.13,3,7.13,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/25/2020,,1,0,0,1,481,450,,,10651,9964,0,0,2.21,0,0,0,0,85,,100,1,2.21,1,2.21,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,3/25/2020,,0,0,0,0,97,32,,,2465,813,0,0,0,0,0,,16,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/25/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,1,,100,13,,12,,0,,4,,0,,1,,0,,
1,Canada,Canada,3/25/2020,,3385,24,35,3409,147865,101538,,,3891,2672,617,22.1,8.97,0.09,8,1.03,22727,11070,,98.97,3374,8.88,3306,8.7,33,0.09,2812,7.4,26,0.07,402,1.06,4,0.01,0
59,British Columbia,Colombie-Britannique,3/26/2020,,725,0,14,725,30238,29719,186,25.66,5874,5773,66,10.02,14.08,0.27,0,1.93,1894,1889,186,72.41,525,10.2,679,13.19,13,0.25,454,8.82,6,0.12,65,1.26,1,0.02,3.61
48,Alberta,Alberta,3/26/2020,,486,0,2,486,36600,34365,27,5.56,8277,7772,67,15.99,10.99,0.05,0,0.41,1092,3143,27,94.03,457,10.33,467,10.56,2,0.05,340,7.69,1,0.02,49,1.1,0,0,0.61
47,Saskatchewan,Saskatchewan,3/26/2020,,95,0,0,95,6729,5354,3,3.16,5709,4542,9,10.47,8.06,0,0,0,618,513,3,96.84,92,7.81,94,7.98,0,0,75,6.36,0,0,11,0.91,0,0,0.25
46,Manitoba,Manitoba,3/26/2020,,11,25,0,36,5429,4653,1,2.78,3936,3374,1,2.86,2.61,0,0,0,689,352,1,97.22,35,2.54,35,2.54,0,0,19,1.38,0,0,3,0.2,0,0,0.07
35,Ontario,Ontario,3/26/2020,,858,0,15,858,41217,0,8,0.93,2797,,170,24.71,5.82,0.1,2,1.75,3177,0,8,97.32,835,5.67,799,5.42,14,0.1,600,4.07,13,0.09,86,0.58,2,0.01,0.05
24,Quebec,QuÃ©bec,3/26/2020,,1629,0,8,1629,33311,30096,2,0.12,3885,3510,290,21.66,19,0.09,2,0.49,5483,3818,2,99.39,1619,18.88,1616,18.85,8,0.09,1508,17.59,7,0.08,215,2.51,1,0.01,0.02
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,3/26/2020,,82,0,0,82,1447,2273,,,2771,4354,15,22.39,15.71,0,0,0,212,178,,100,82,15.71,82,15.71,0,0,79,15.13,0,0,11,2.16,0,0,0
13,New Brunswick,Nouveau-Brunswick,3/26/2020,,33,0,0,33,1849,1911,,,2366,2445,7,26.92,4.22,0,0,0,169,316,,100,33,4.22,32,4.09,0,0,22,2.82,0,0,3,0.4,0,0,0
12,Nova Scotia,Nouvelle-Ã‰cosse,3/26/2020,,73,0,0,73,3417,2931,2,2.74,3489,2993,5,7.35,7.45,0,0,0,409,314,2,97.26,71,7.25,73,7.45,0,0,59,6.02,0,0,8,0.86,0,0,0.2
11,Prince Edward Island,ÃŽle-du-Prince-Ã‰douard,3/26/2020,,9,0,0,9,353,242,1,11.11,2211,1516,4,80,5.64,0,0,0,52,200,1,88.89,8,5.01,9,5.64,0,0,7,4.39,0,0,1,0.63,0,0,0.63
60,Yukon,Yukon,3/26/2020,,3,0,0,3,416,327,,,9893,7776,0,0,7.13,0,0,0,0,140,,100,3,7.13,3,7.13,0,0,3,7.13,0,0,0,1.02,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,3/26/2020,,1,0,0,1,481,477,,,10651,10562,0,0,2.21,0,0,0,0,27,,100,1,2.21,1,2.21,0,0,1,2.21,0,0,0,0.32,0,0,0
62,Nunavut,Nunavut,3/26/2020,,0,0,0,0,116,53,,,2948,1347,0,0,0,0,0,,19,21,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriÃ©s,3/26/2020,,13,0,0,13,76,48,,,,,0,0,,,0,0,0,0,,100,13,,12,,0,,3,,0,,0,,0,,
1,Canada,Canada,3/26/2020,,4018,25,39,4043,161679,112449,230,5.69,4254,2959,634,18.6,10.64,0.1,4,0.96,13814,10911,230,93.35,3774,9.93,3902,10.27,37,0.1,3170,8.34,27,0.07,453,1.19,4,0.01,0.61
59,British Columbia,Colombie-Britannique,3/27/2020,,725,0,14,725,31536,32473,186,25.66,6126,6308,0,0,14.08,0.27,0,1.93,1298,2754,0,72.41,525,10.2,672,13.05,13,0.25,454,8.82,5,0.1,65,1.26,1,0.01,0
48,Alberta,Alberta,3/27/2020,,542,0,2,542,38215,36010,27,4.98,8642,8144,56,11.52,12.26,0.05,0,0.37,1615,1645,0,94.65,513,11.6,519,11.74,2,0.05,347,7.85,1,0.02,50,1.12,0,0,0
47,Saskatchewan,Saskatchewan,3/27/2020,,104,0,0,104,7360,5999,3,2.88,6244,5090,9,9.47,8.82,0,0,0,631,645,0,97.12,101,8.57,103,8.74,0,0,78,6.62,0,0,11,0.95,0,0,0
